farmer_id,state,district,crop_type,season,land_size_ha,soil_type,rainfall_mm,irrigation_type,loan_amount_inr,prior_loan_count,prior_default_flag,repayment_score,annual_income_inr,existing_debt_inr,default_risk
FC-001880,MH,MH-Western,Sugarcane,Rabi,1.65,Black,741.6,Tubewell,244237,3,0,69.7,337123,12589,0.3622
FC-001881,KA,KA-Central,Mustard,Rabi,1.2,Alluvial,804.7,Canal,75505,0,0,80.7,40000,59713,0.7097
FC-001882,HR,HR-East,Rice,Kharif,0.67,Alluvial,504.5,Canal,69130,2,0,73.2,56436,0,0.3159
FC-001883,AP,AP-Coastal,Cotton,Kharif,0.82,Red,1228.0,Rainfed,102618,5,0,72.3,57029,47742,0.5934
FC-001884,GJ,GJ-North,Groundnut,Kharif,1.14,Black,1061.0,Rainfed,94647,3,0,74.4,56602,4503,0.2555
FC-001885,BR,BR-South,Rice,Kharif,0.24,Alluvial,1258.7,Rainfed,45613,2,0,65.0,40000,12244,0.2757
FC-001886,BR,BR-South,Wheat,Rabi,0.39,Alluvial,1491.8,Canal,40196,2,0,61.5,40000,9199,0.2267
FC-001887,PB,PB-Malwa,Maize,Kharif,0.71,ClayLoam,729.2,Tubewell,84909,1,0,78.0,40000,65908,0.811
FC-001888,BR,BR-Gangetic,Pulses,Kharif,1.12,Alluvial,1138.8,Rainfed,106752,2,0,84.7,45224,18647,0.5138
FC-001889,HR,HR-South,Rice,Rabi,0.82,Alluvial,462.3,Rainfed,69939,7,0,56.7,40829,12261,0.7224
FC-001890,UP,UP-Eastern,Sugarcane,Rabi,0.32,Alluvial,1173.9,Canal,58604,3,0,61.9,55330,6503,0.3039
FC-001891,RJ,RJ-Shekhawati,Millet,Kharif,1.22,Alluvial,590.1,Tubewell,96704,1,0,100.0,40000,0,0.3111
FC-001892,RJ,RJ-Marwar,Mustard,Rabi,0.9,Sandy,659.2,Canal,106298,1,0,78.8,44568,55516,0.6746
FC-001893,GJ,GJ-South,Mustard,Rabi,0.29,Alluvial,815.3,Canal,40194,3,0,69.6,40000,17890,0.3072
FC-001894,RJ,RJ-Marwar,Wheat,Rabi,0.58,Red,300.9,Tubewell,79349,2,0,86.8,40000,17199,0.62
FC-001895,UP,UP-Western,Wheat,Rabi,0.96,Alluvial,896.2,Rainfed,62039,0,0,67.8,69625,0,0.2108
FC-001896,MH,MH-Konkan,Millet,Kharif,1.72,ClayLoam,1291.0,Canal,109119,0,0,88.0,40000,22448,0.3809
FC-001897,KA,KA-Coastal,Cotton,Kharif,0.7,Red,631.1,Drip,76371,3,0,86.1,66744,16265,0.3791
FC-001898,BR,BR-North,Pulses,Kharif,0.38,Alluvial,1400.1,Rainfed,57441,2,1,51.0,40000,226243,0.8955
FC-001899,RJ,RJ-Shekhawati,Soybean,Kharif,2.57,ClayLoam,404.1,Tubewell,172833,2,0,52.1,122620,0,0.347
FC-001900,MP,MP-Chambal,Soybean,Kharif,0.82,Alluvial,1044.0,Tubewell,96880,0,0,100.0,42121,4455,0.3718
FC-001901,UP,UP-Central,Wheat,Rabi,6.32,Alluvial,975.6,Tubewell,525002,4,0,100.0,580897,19491,0.1899
FC-001902,MP,MP-Bundelkhand,Soybean,Kharif,1.49,Red,1279.7,Rainfed,124957,4,0,69.9,100277,11973,0.3839
FC-001903,TG,TG-South,Sugarcane,Rabi,0.49,Red,1041.0,Rainfed,86931,0,0,67.1,117773,0,0.2273
FC-001904,GJ,GJ-Central,Wheat,Rabi,1.07,Red,890.0,Tubewell,74780,3,0,81.6,40000,31882,0.3567
FC-001905,RJ,RJ-Shekhawati,Cotton,Kharif,1.84,Sandy,395.2,Drip,195648,3,0,89.6,193315,8012,0.2562
FC-001906,MP,MP-Bundelkhand,Rice,Kharif,3.46,ClayLoam,983.5,Drip,191600,3,0,82.6,265088,56962,0.2118
FC-001907,PB,PB-Doaba,Wheat,Rabi,1.22,Sandy,543.1,Canal,127359,3,0,86.9,40000,0,0.643
FC-001908,MP,MP-Mahakoshal,Groundnut,Kharif,0.93,Red,843.0,Drip,67587,2,0,66.6,80900,20321,0.2674
FC-001909,TN,TN-North,Rice,Rabi,0.76,Black,1061.8,Rainfed,75382,2,0,66.8,40000,54084,0.6227
FC-001910,RJ,RJ-Marwar,Millet,Kharif,1.06,Sandy,380.1,Tubewell,80912,2,0,84.3,40000,78293,0.6279
FC-001911,BR,BR-North,Maize,Rabi,0.74,Sandy,890.7,Canal,90793,4,0,94.0,40000,40502,0.7026
FC-001912,BR,BR-North,Cotton,Kharif,0.46,Alluvial,1263.2,Rainfed,61267,4,0,63.9,40000,27725,0.4851
FC-001913,BR,BR-South,Rice,Rabi,0.81,Alluvial,883.6,Tubewell,88741,2,0,62.1,54210,29438,0.6149
FC-001914,BR,BR-North,Rice,Rabi,0.85,Alluvial,874.2,Rainfed,82579,0,0,59.3,40000,33961,0.7711
FC-001915,PB,PB-Doaba,Wheat,Rabi,1.2,Alluvial,578.0,Canal,103071,3,0,78.8,61707,0,0.2832
FC-001916,TG,TG-Central,Cotton,Kharif,1.44,Black,828.2,Tubewell,166341,3,0,73.6,105499,0,0.3004
FC-001917,MH,MH-Konkan,Pulses,Kharif,1.17,Black,788.9,Tubewell,71579,0,0,58.6,40000,31678,0.5466
FC-001918,UP,UP-Central,Sugarcane,Kharif,0.67,Alluvial,760.2,Tubewell,91937,0,0,93.1,103604,6639,0.1894
FC-001919,AP,AP-Rayalaseema,Groundnut,Kharif,1.21,Red,862.5,Drip,151336,3,0,63.5,111608,13353,0.1583
FC-001920,KA,KA-North,Rice,Rabi,1.38,Red,951.6,Rainfed,128590,1,0,77.2,90920,68062,0.4674
FC-001921,PB,PB-Doaba,Wheat,Rabi,4.44,Alluvial,797.6,Tubewell,324493,1,0,80.9,288640,165744,0.1497
FC-001922,PB,PB-Majha,Wheat,Rabi,0.68,Alluvial,704.1,Canal,78929,2,0,60.9,40000,13614,0.5607
FC-001923,MH,MH-Marathwada,Rice,Kharif,0.58,Red,835.6,Rainfed,76971,1,0,100.0,40744,0,0.3478
FC-001924,UP,UP-Bundelkhand,Rice,Rabi,0.86,Alluvial,895.1,Tubewell,96362,1,0,46.7,50709,51022,0.7397
FC-001925,AP,AP-Rayalaseema,Cotton,Kharif,1.47,Red,898.8,Drip,116268,1,0,83.1,138515,27719,0.1483
FC-001926,TN,TN-Delta,Rice,Rabi,0.64,Red,744.8,Tubewell,62154,5,0,75.7,54701,68604,0.731
FC-001927,BR,BR-Gangetic,Rice,Rabi,0.89,Sandy,1332.1,Canal,74533,0,0,89.3,40822,3182,0.2605
FC-001928,RJ,RJ-Hadoti,Millet,Kharif,1.04,Sandy,526.4,Rainfed,103451,2,1,47.2,40000,155067,0.7787
FC-001929,MH,MH-Vidarbha,Rice,Kharif,9.95,Black,508.9,Canal,748508,2,0,92.0,700000,17775,0.2647
FC-001930,MP,MP-Chambal,Soybean,Kharif,0.44,Red,1207.0,Canal,38374,5,0,59.5,40000,44834,0.5368
FC-001931,TN,TN-Delta,Maize,Kharif,1.74,Alluvial,592.8,Tubewell,146892,3,0,79.7,64930,0,0.5076
FC-001932,UP,UP-Eastern,Pulses,Rabi,0.2,Sandy,612.4,Rainfed,46070,2,0,48.5,40000,12890,0.673
FC-001933,PB,PB-Majha,Mustard,Rabi,0.72,Sandy,619.9,Tubewell,97465,2,0,93.1,60471,39663,0.454
FC-001934,TN,TN-Delta,Rice,Rabi,1.99,Black,1191.5,Drip,189318,2,0,77.1,113761,32023,0.272
FC-001935,AP,AP-Upland,Sugarcane,Rabi,4.59,ClayLoam,933.8,Rainfed,273435,1,0,71.0,600433,55058,0.1836
FC-001936,MH,MH-Vidarbha,Soybean,Kharif,1.78,Black,668.6,Rainfed,142559,1,1,41.9,57873,6484,0.7829
FC-001937,PB,PB-Malwa,Wheat,Rabi,0.66,Alluvial,498.0,Rainfed,56982,3,0,59.6,44402,29544,0.6371
FC-001938,BR,BR-Gangetic,Rice,Rabi,0.61,ClayLoam,1379.3,Drip,76199,3,0,61.6,46252,98087,0.6943
FC-001939,UP,UP-Western,Sugarcane,Rabi,2.14,Alluvial,980.0,Canal,297699,5,0,74.2,474886,20081,0.0914
FC-001940,MP,MP-Mahakoshal,Wheat,Rabi,3.56,Red,1022.4,Drip,173080,5,0,100.0,138700,0,0.1023
FC-001941,TG,TG-North,Cotton,Kharif,0.65,Red,731.5,Tubewell,73706,0,0,88.0,40000,7279,0.2342
FC-001942,HR,HR-East,Rice,Rabi,0.64,Alluvial,366.8,Tubewell,54940,3,0,77.8,40000,35920,0.5521
FC-001943,KA,KA-Coastal,Sugarcane,Kharif,0.54,Laterite,1126.7,Tubewell,70335,0,0,68.9,45785,0,0.475
FC-001944,MP,MP-Chambal,Soybean,Kharif,0.5,Red,1041.1,Rainfed,68975,4,0,64.7,40000,6768,0.4206
FC-001945,MP,MP-Mahakoshal,Soybean,Kharif,0.85,Black,911.2,Canal,59044,1,0,73.2,43129,70841,0.6835
FC-001946,AP,AP-Rayalaseema,Rice,Rabi,4.82,Red,1002.6,Canal,283120,4,0,62.8,224071,5385,0.2838
FC-001947,MP,MP-Bundelkhand,Soybean,Kharif,2.37,ClayLoam,991.6,Canal,137715,3,0,60.6,88061,24956,0.2399
FC-001948,AP,AP-Rayalaseema,Cotton,Kharif,0.89,Black,841.2,Drip,78977,2,0,65.9,62663,0,0.2866
FC-001949,MP,MP-Mahakoshal,Millet,Kharif,0.38,Red,1104.7,Rainfed,74182,4,0,75.9,40000,20880,0.5707
FC-001950,MH,MH-Konkan,Soybean,Kharif,0.64,Alluvial,576.6,Canal,69320,1,0,80.2,40000,107752,0.8736
FC-001951,TN,TN-North,Sugarcane,Kharif,0.32,Laterite,551.2,Drip,43289,2,0,82.2,40890,6826,0.2836
FC-001952,TN,TN-North,Sugarcane,Kharif,0.64,ClayLoam,1136.1,Canal,63834,4,0,54.5,97183,20552,0.169
FC-001953,MH,MH-Western,Soybean,Kharif,2.5,Alluvial,744.5,Drip,214785,3,1,45.4,74696,15498,0.7856
FC-001954,PB,PB-Doaba,Wheat,Rabi,1.73,Alluvial,571.9,Rainfed,97011,3,0,81.7,77321,0,0.2955
FC-001955,RJ,RJ-Shekhawati,Wheat,Rabi,0.54,Sandy,600.5,Drip,81810,1,0,54.7,40000,101908,0.7798
FC-001956,UP,UP-Western,Wheat,Rabi,0.3,Alluvial,1241.2,Tubewell,50962,1,1,23.3,40000,58326,0.8041
FC-001957,AP,AP-Rayalaseema,Cotton,Kharif,1.17,Alluvial,596.9,Rainfed,103316,2,0,77.8,47448,22350,0.7617
FC-001958,RJ,RJ-Marwar,Millet,Kharif,2.52,Sandy,588.6,Canal,178413,0,0,57.5,59047,27088,0.7332
FC-001959,GJ,GJ-North,Millet,Kharif,1.38,Alluvial,250.0,Rainfed,138730,4,1,47.9,40000,117866,0.8744
FC-001960,MP,MP-Bundelkhand,Rice,Kharif,3.43,Alluvial,1112.3,Canal,173919,4,0,69.4,176034,22267,0.1521
FC-001961,HR,HR-South,Mustard,Rabi,0.69,Sandy,579.1,Rainfed,94190,4,0,72.4,40000,16466,0.3986
FC-001962,MP,MP-Malwa,Soybean,Kharif,2.5,ClayLoam,601.7,Drip,120476,2,0,100.0,115343,3311,0.1907
FC-001963,BR,BR-South,Rice,Rabi,0.34,Alluvial,791.7,Canal,36509,5,0,81.8,40000,0,0.3391
FC-001964,MH,MH-Vidarbha,Soybean,Kharif,0.74,Red,1258.6,Canal,64490,3,1,40.4,40000,114307,0.8382
FC-001965,KA,KA-Coastal,Millet,Kharif,1.49,ClayLoam,1465.3,Tubewell,136428,0,0,64.2,40000,0,0.5858
FC-001966,AP,AP-Rayalaseema,Rice,Kharif,2.84,ClayLoam,1132.5,Canal,224012,4,0,95.9,203473,77185,0.2338
FC-001967,UP,UP-Eastern,Pulses,Rabi,1.63,Alluvial,1057.2,Canal,85233,3,0,66.8,46831,68660,0.6829
FC-001968,HR,HR-East,Wheat,Rabi,1.69,Alluvial,582.8,Canal,94320,0,0,100.0,93148,6339,0.171
FC-001969,PB,PB-Majha,Wheat,Rabi,1.32,Sandy,402.1,Rainfed,88331,1,0,85.6,68268,15448,0.2695
FC-001970,MH,MH-Vidarbha,Soybean,Kharif,1.04,Alluvial,721.0,Drip,95784,1,0,59.7,40000,0,0.5184
FC-001971,UP,UP-Central,Groundnut,Rabi,1.02,ClayLoam,582.9,Rainfed,107646,1,0,44.1,40000,130270,0.9371
FC-001972,MH,MH-Western,Maize,Kharif,2.2,Black,1182.7,Tubewell,196618,1,0,70.1,92131,40983,0.5875
FC-001973,RJ,RJ-Shekhawati,Cotton,Kharif,1.1,Sandy,446.2,Rainfed,69857,2,0,100.0,55351,2550,0.1818
FC-001974,UP,UP-Eastern,Sugarcane,Rabi,0.55,Alluvial,1254.2,Canal,94132,4,0,52.0,106638,34830,0.2151
FC-001975,AP,AP-Upland,Rice,Kharif,0.45,Laterite,949.5,Rainfed,49203,2,0,77.1,40000,8423,0.3293
FC-001976,UP,UP-Central,Maize,Rabi,1.03,Black,974.1,Drip,104326,3,1,12.4,54325,48579,0.7849
FC-001977,KA,KA-Coastal,Rice,Rabi,0.59,Black,624.9,Tubewell,65450,3,0,70.2,40000,17433,0.5606
FC-001978,TN,TN-Delta,Maize,Kharif,0.97,Alluvial,1056.9,Canal,64253,3,0,52.1,40000,10951,0.5108
FC-001979,KA,KA-North,Maize,Rabi,0.38,Laterite,1453.9,Canal,75273,2,1,44.5,40000,34473,0.8091
FC-001980,BR,BR-North,Rice,Kharif,0.99,ClayLoam,1267.4,Rainfed,73618,4,0,83.3,79617,14839,0.2991
FC-001981,BR,BR-North,Rice,Rabi,1.85,Alluvial,1114.1,Rainfed,176650,1,0,73.1,90786,8522,0.4199
FC-001982,MH,MH-Western,Rice,Rabi,0.78,Alluvial,1031.1,Canal,100486,2,0,90.6,64154,38185,0.301
FC-001983,HR,HR-South,Rice,Rabi,0.64,Alluvial,679.5,Rainfed,76704,2,0,69.4,40000,20381,0.592
FC-001984,MP,MP-Bundelkhand,Soybean,Kharif,1.82,Black,862.8,Canal,88723,3,0,74.8,40000,11016,0.3888
FC-001985,GJ,GJ-South,Rice,Kharif,1.04,Alluvial,1009.5,Rainfed,100278,1,0,99.9,60211,8160,0.336
FC-001986,BR,BR-North,Wheat,Rabi,0.62,Alluvial,1435.4,Canal,50856,4,0,75.4,47939,19166,0.2231
FC-001987,MP,MP-Mahakoshal,Soybean,Kharif,1.18,Alluvial,1127.5,Rainfed,89949,2,0,80.0,54777,0,0.1907
FC-001988,KA,KA-Coastal,Pulses,Rabi,1.43,Red,958.5,Canal,128702,3,0,58.5,40000,20862,0.7405
FC-001989,MH,MH-Konkan,Maize,Rabi,1.25,Black,822.8,Rainfed,103698,0,0,62.5,48328,12215,0.4346
FC-001990,GJ,GJ-South,Groundnut,Kharif,0.35,Black,370.9,Rainfed,40188,2,0,61.6,40000,6758,0.587
FC-001991,MH,MH-Vidarbha,Rice,Kharif,1.06,Black,643.6,Canal,98771,2,0,67.5,57188,0,0.5868
FC-001992,BR,BR-South,Wheat,Rabi,1.95,ClayLoam,1079.9,Tubewell,202037,4,0,100.0,110626,75124,0.441
FC-001993,PB,PB-Doaba,Mustard,Rabi,1.11,Alluvial,517.5,Rainfed,60918,2,0,100.0,46636,46200,0.3944
FC-001994,KA,KA-South,Millet,Kharif,3.63,Alluvial,663.8,Rainfed,193784,1,0,63.0,87456,0,0.5538
FC-001995,GJ,GJ-North,Cotton,Kharif,0.77,Alluvial,482.2,Rainfed,63428,1,0,82.1,45933,0,0.4967
FC-001996,MP,MP-Malwa,Maize,Kharif,0.41,ClayLoam,1228.8,Tubewell,39879,0,0,87.0,40000,76435,0.4838
FC-001997,GJ,GJ-South,Cotton,Kharif,0.62,Alluvial,893.1,Canal,67397,1,1,38.9,40000,150921,0.9015
FC-001998,AP,AP-Upland,Rice,Kharif,6.63,Alluvial,825.3,Tubewell,345477,0,0,100.0,363027,20464,0.0832
FC-001999,RJ,RJ-Shekhawati,Wheat,Rabi,1.58,Sandy,458.8,Drip,143139,3,1,24.3,40000,3919,0.8801
FC-002000,BR,BR-South,Pulses,Rabi,3.66,ClayLoam,1522.3,Rainfed,318007,3,0,67.7,142314,0,0.4874
FC-002001,HR,HR-South,Wheat,Rabi,2.58,ClayLoam,439.3,Rainfed,172148,3,0,67.8,172117,5667,0.2156
FC-002002,TN,TN-West,Pulses,Kharif,0.83,Black,850.4,Tubewell,70389,0,0,88.3,40000,202810,0.7849
FC-002003,AP,AP-Upland,Pulses,Kharif,1.79,Black,957.5,Drip,140192,2,0,81.2,49864,12988,0.4415
FC-002004,BR,BR-North,Sugarcane,Rabi,0.97,Alluvial,1060.8,Rainfed,98427,2,0,53.1,158675,0,0.257
FC-002005,TG,TG-Central,Groundnut,Rabi,0.27,Sandy,1232.8,Canal,62409,5,0,76.4,40000,24125,0.5426
FC-002006,RJ,RJ-Marwar,Wheat,Rabi,3.86,Sandy,595.0,Rainfed,294616,1,0,100.0,276214,82000,0.1503
FC-002007,TG,TG-Central,Millet,Kharif,1.02,Red,974.9,Drip,103663,1,1,49.4,40000,64063,0.7937
FC-002008,MH,MH-Western,Sugarcane,Rabi,4.47,Black,754.2,Rainfed,379535,1,0,79.4,511161,11344,0.1755
FC-002009,BR,BR-Gangetic,Pulses,Rabi,0.9,Alluvial,1131.3,Canal,92670,0,1,19.9,40000,86167,0.8265
FC-002010,BR,BR-Gangetic,Maize,Kharif,0.41,Alluvial,949.6,Canal,59536,3,0,100.0,40000,7895,0.2145
FC-002011,UP,UP-Western,Rice,Rabi,0.73,Alluvial,1080.9,Rainfed,73724,2,0,75.5,42593,9742,0.2817
FC-002012,KA,KA-South,Mustard,Rabi,0.32,ClayLoam,882.5,Rainfed,40723,3,0,69.1,40000,17206,0.4633
FC-002013,RJ,RJ-Hadoti,Groundnut,Kharif,4.92,Alluvial,347.2,Drip,203151,1,0,64.6,162212,40385,0.285
FC-002014,TN,TN-North,Cotton,Kharif,1.63,Laterite,1050.0,Canal,107813,1,0,62.8,108043,343117,0.7704
FC-002015,KA,KA-North,Mustard,Rabi,0.36,Red,1506.1,Tubewell,72930,4,0,55.4,40000,15694,0.5849
FC-002016,BR,BR-Gangetic,Wheat,Rabi,2.12,Alluvial,1105.5,Rainfed,141012,3,0,70.9,162072,142129,0.3637
FC-002017,RJ,RJ-Mewar,Millet,Kharif,0.3,Red,387.4,Rainfed,46662,3,0,59.4,40000,31272,0.5233
FC-002018,BR,BR-South,Rice,Rabi,0.89,Red,1360.6,Tubewell,86499,2,0,57.3,61929,28722,0.4309
FC-002019,RJ,RJ-Hadoti,Wheat,Rabi,0.74,ClayLoam,521.3,Rainfed,53992,2,0,88.7,41223,21326,0.2874
FC-002020,MH,MH-Western,Sugarcane,Rabi,0.59,ClayLoam,1162.4,Canal,54277,1,0,80.0,100249,240738,0.6853
FC-002021,KA,KA-South,Sugarcane,Kharif,0.79,Red,1342.0,Rainfed,100993,3,0,93.3,108047,0,0.163
FC-002022,PB,PB-Majha,Rice,Kharif,2.41,Alluvial,747.1,Canal,181853,1,0,62.0,168555,7944,0.2531
FC-002023,PB,PB-Malwa,Wheat,Rabi,0.67,ClayLoam,794.7,Canal,50964,1,0,71.6,40481,11326,0.2234
FC-002024,TG,TG-Central,Rice,Kharif,2.36,Black,759.4,Canal,232915,3,0,60.0,141609,193722,0.5787
FC-002025,HR,HR-South,Mustard,Rabi,2.49,Alluvial,491.6,Tubewell,200179,3,0,81.7,130170,104224,0.4595
FC-002026,UP,UP-Western,Groundnut,Kharif,0.49,Alluvial,1027.1,Drip,53493,5,0,62.3,40000,9463,0.1998
FC-002027,PB,PB-Malwa,Cotton,Kharif,2.82,Alluvial,779.8,Tubewell,138418,1,0,81.3,156001,0,0.0986
FC-002028,UP,UP-Central,Sugarcane,Rabi,1.8,Red,499.0,Tubewell,132998,1,0,100.0,204872,43266,0.1098
FC-002029,KA,KA-North,Rice,Kharif,1.93,Black,1416.7,Rainfed,185544,3,0,88.1,150176,118411,0.2522
FC-002030,AP,AP-Rayalaseema,Pulses,Rabi,2.07,Red,1142.2,Rainfed,137441,3,0,47.0,74881,88916,0.5647
FC-002031,MH,MH-Vidarbha,Soybean,Kharif,0.65,Black,936.6,Canal,72472,2,0,70.6,40000,0,0.4281
FC-002032,TG,TG-North,Sugarcane,Kharif,1.58,Alluvial,937.1,Drip,215212,4,0,77.5,289490,41899,0.2135
FC-002033,TN,TN-South,Rice,Rabi,1.25,Red,880.2,Tubewell,78178,3,0,55.8,101220,62362,0.3577
FC-002034,KA,KA-Central,Mustard,Rabi,0.81,Alluvial,1476.4,Rainfed,83942,2,0,84.3,40000,77659,0.8623
FC-002035,TG,TG-North,Sugarcane,Rabi,0.56,Alluvial,944.4,Tubewell,67320,0,0,68.3,74805,16678,0.1228
FC-002036,MH,MH-Western,Pulses,Rabi,0.69,Laterite,964.9,Canal,64336,4,0,69.2,40000,95375,0.6984
FC-002037,TG,TG-North,Rice,Rabi,0.93,Black,528.5,Tubewell,90670,2,0,90.3,73903,48936,0.6472
FC-002038,KA,KA-Central,Rice,Rabi,0.67,Laterite,1575.1,Drip,79630,4,1,53.3,40000,128288,0.8012
FC-002039,KA,KA-North,Pulses,Kharif,3.33,Sandy,646.1,Canal,211603,4,0,72.5,110444,244695,0.7119
FC-002040,AP,AP-Upland,Rice,Rabi,0.83,Alluvial,1160.7,Canal,72911,0,0,92.6,40000,39852,0.336
FC-002041,RJ,RJ-Mewar,Millet,Kharif,1.04,Alluvial,531.1,Canal,104086,3,0,64.3,40000,3878,0.5649
FC-002042,PB,PB-Doaba,Sugarcane,Rabi,1.1,Alluvial,793.7,Drip,113340,0,0,86.9,144235,46798,0.0738
FC-002043,MH,MH-Western,Sugarcane,Kharif,2.99,Black,480.5,Canal,363631,5,0,73.3,382789,0,0.3579
FC-002044,TG,TG-South,Rice,Kharif,1.15,ClayLoam,978.5,Canal,106999,2,0,80.8,54988,90971,0.6297
FC-002045,TN,TN-North,Groundnut,Rabi,0.34,Laterite,1123.1,Drip,68549,1,0,70.1,40000,0,0.3059
FC-002046,KA,KA-Central,Cotton,Kharif,2.41,Red,933.3,Drip,194799,2,0,95.5,186018,25118,0.2369
FC-002047,UP,UP-Eastern,Rice,Kharif,0.92,Alluvial,1087.3,Canal,119232,1,0,81.4,70063,9643,0.3627
FC-002048,MH,MH-Vidarbha,Groundnut,Kharif,1.71,Black,832.2,Rainfed,135506,3,0,92.2,107224,134294,0.5606
FC-002049,MH,MH-Vidarbha,Cotton,Kharif,0.63,Black,879.7,Tubewell,45813,2,0,94.6,47672,17127,0.1572
FC-002050,TG,TG-South,Millet,Kharif,1.22,ClayLoam,1808.7,Canal,85390,0,0,95.0,40000,0,0.4102
FC-002051,AP,AP-Upland,Rice,Kharif,2.8,Red,478.6,Rainfed,198573,5,0,79.4,61070,5905,0.9098
FC-002052,GJ,GJ-Central,Maize,Kharif,1.03,Alluvial,1273.5,Canal,57212,2,0,85.3,40000,151121,0.559
FC-002053,PB,PB-Majha,Rice,Kharif,0.37,ClayLoam,553.9,Tubewell,43399,4,0,76.5,40000,15482,0.3829
FC-002054,GJ,GJ-North,Maize,Kharif,0.51,Black,710.3,Drip,55273,1,0,100.0,40000,35967,0.3503
FC-002055,TN,TN-Delta,Sugarcane,Kharif,0.59,Red,808.2,Canal,64533,0,0,75.4,106612,15527,0.1093
FC-002056,UP,UP-Central,Pulses,Kharif,1.19,ClayLoam,1041.7,Rainfed,90570,1,0,64.6,40000,0,0.4014
FC-002057,MH,MH-Konkan,Wheat,Rabi,1.24,Black,431.4,Tubewell,87954,3,0,67.1,40000,7932,0.4865
FC-002058,KA,KA-Central,Maize,Kharif,2.15,Sandy,1157.9,Tubewell,131947,4,0,100.0,114575,0,0.1018
FC-002059,RJ,RJ-Mewar,Cotton,Kharif,1.63,Laterite,602.5,Tubewell,148297,2,0,56.7,137666,85727,0.3588
FC-002060,HR,HR-West,Cotton,Kharif,0.43,Alluvial,552.7,Drip,47304,5,0,75.0,40000,89100,0.6647
FC-002061,MP,MP-Malwa,Pulses,Kharif,0.38,Black,770.0,Canal,72208,4,0,77.4,40000,96029,0.8401
FC-002062,AP,AP-Coastal,Cotton,Kharif,2.47,ClayLoam,493.7,Canal,203459,4,0,76.9,161864,31881,0.3495
FC-002063,UP,UP-Bundelkhand,Cotton,Kharif,1.63,Alluvial,1011.8,Canal,105785,3,0,67.5,108269,20760,0.1922
FC-002064,BR,BR-Gangetic,Mustard,Rabi,0.57,ClayLoam,790.6,Canal,60548,2,0,89.4,40000,24973,0.3639
FC-002065,TN,TN-North,Soybean,Kharif,2.02,Sandy,648.5,Tubewell,143489,4,0,70.1,60041,0,0.4985
FC-002066,KA,KA-Central,Groundnut,Rabi,0.94,Laterite,834.7,Drip,117244,3,0,94.1,62784,9805,0.3702
FC-002067,MP,MP-Bundelkhand,Soybean,Kharif,0.41,Red,1221.3,Tubewell,38500,2,0,78.4,40000,30966,0.2015
FC-002068,GJ,GJ-South,Cotton,Kharif,0.34,Laterite,577.9,Drip,39980,0,0,78.1,40000,11159,0.2071
FC-002069,KA,KA-Central,Maize,Kharif,2.22,Alluvial,1046.5,Rainfed,238486,1,0,75.0,162981,39022,0.23
FC-002070,TN,TN-Delta,Rice,Rabi,1.2,Red,839.1,Rainfed,64295,4,0,64.4,42987,57012,0.6339
FC-002071,UP,UP-Bundelkhand,Maize,Rabi,2.71,Alluvial,560.9,Tubewell,164237,4,0,49.9,110427,119743,0.6562
FC-002072,PB,PB-Majha,Rice,Kharif,1.34,Alluvial,577.2,Drip,142651,2,0,83.3,58833,23479,0.425
FC-002073,AP,AP-Coastal,Rice,Rabi,0.85,ClayLoam,1335.5,Tubewell,69273,4,0,86.4,40000,0,0.2486
FC-002074,TG,TG-North,Groundnut,Kharif,1.28,ClayLoam,328.5,Rainfed,84154,2,0,73.1,52355,24902,0.6603
FC-002075,UP,UP-Bundelkhand,Wheat,Rabi,0.67,Alluvial,670.8,Canal,84551,1,0,43.0,48712,88398,0.6886
FC-002076,RJ,RJ-Marwar,Mustard,Rabi,2.68,Alluvial,431.6,Rainfed,198234,3,0,100.0,183352,31251,0.2124
FC-002077,GJ,GJ-Central,Groundnut,Kharif,0.66,Sandy,750.2,Canal,79391,2,0,71.1,40000,31891,0.7046
FC-002078,MP,MP-Mahakoshal,Wheat,Rabi,0.99,Alluvial,440.5,Rainfed,90415,3,0,50.2,40000,3189,0.8323
FC-002079,UP,UP-Eastern,Wheat,Rabi,0.66,Alluvial,968.5,Tubewell,60177,1,0,69.5,54496,22858,0.3023
FC-002080,MH,MH-Konkan,Soybean,Kharif,0.77,Black,956.7,Drip,74085,2,0,63.1,40000,8048,0.5193
FC-002081,KA,KA-Coastal,Groundnut,Rabi,1.75,Black,1499.4,Tubewell,150052,2,0,50.2,101736,2414,0.2887
FC-002082,KA,KA-South,Maize,Rabi,1.12,Red,1062.4,Rainfed,103106,1,0,56.9,65308,69119,0.6112
FC-002083,MH,MH-Western,Soybean,Kharif,1.15,Black,982.3,Rainfed,117791,0,0,87.6,49864,5588,0.3699
FC-002084,TN,TN-West,Maize,Kharif,3.26,Black,986.6,Tubewell,237846,1,0,85.6,120105,27084,0.2115
FC-002085,AP,AP-Upland,Rice,Kharif,0.68,ClayLoam,873.6,Drip,64308,4,0,71.7,40000,0,0.3745
FC-002086,HR,HR-East,Wheat,Rabi,4.11,Alluvial,376.5,Canal,247116,5,0,63.5,191741,11615,0.348
FC-002087,BR,BR-North,Rice,Kharif,0.57,Alluvial,1286.5,Tubewell,77147,2,0,84.9,40000,49559,0.6272
